"","Accession","Begin","End","Chromosome","Orientation","Name","Symbol","Gene.ID","Gene.Type","Transcripts.accession","Protein.accession","Protein.length","Locus.tag","source_file"
"21668","NZ_JAQEGR010000013.1",76572,76988,NA,"minus","sigma-70 family RNA polymerase sigma factor","",79856698,"protein-coding",NA,"WP_117597771.1",138,"PGS38_RS12875","fusicatenibacter_saccharivorans.tsv"
"21669","NZ_JAQEGR010000013.1",77564,77920,NA,"plus","helix-turn-helix domain-containing protein","",79856699,"protein-coding",NA,"WP_117597772.1",118,"PGS38_RS12880","fusicatenibacter_saccharivorans.tsv"
"21670","NZ_JAQEGR010000013.1",77983,78171,NA,"minus","cysteine-rich KTR domain-containing protein","",79856700,"protein-coding",NA,"WP_117597773.1",62,"PGS38_RS12885","fusicatenibacter_saccharivorans.tsv"
"21671","NZ_JAQEGR010000013.1",78299,78685,NA,"minus","hypothetical protein","",79856701,"protein-coding",NA,"WP_270476363.1",128,"PGS38_RS12890","fusicatenibacter_saccharivorans.tsv"
"21672","NZ_JAQEGR010000013.1",78696,79337,NA,"minus","ABC-2 transporter permease","",79856702,"protein-coding",NA,"WP_117597775.1",213,"PGS38_RS12895","fusicatenibacter_saccharivorans.tsv"
"21673","NZ_JAQEGR010000013.1",79327,80196,NA,"minus","ABC transporter ATP-binding protein","",79856703,"protein-coding",NA,"WP_117597776.1",289,"PGS38_RS12900","fusicatenibacter_saccharivorans.tsv"
"21674","NZ_JAQEGR010000013.1",80197,80574,NA,"minus","GntR family transcriptional regulator","",79856704,"protein-coding",NA,"WP_117597777.1",125,"PGS38_RS12905","fusicatenibacter_saccharivorans.tsv"
"21675","NZ_JAQEGR010000013.1",80779,81684,NA,"minus","conjugal transfer protein","",79856705,"protein-coding",NA,"WP_270437980.1",301,"PGS38_RS12910","fusicatenibacter_saccharivorans.tsv"
"21676","NZ_JAQEGR010000013.1",81700,82704,NA,"minus","bifunctional lytic transglycosylase/C40 family peptidase","",79856706,"protein-coding",NA,"WP_118198943.1",334,"PGS38_RS12915","fusicatenibacter_saccharivorans.tsv"
"21677","NZ_JAQEGR010000013.1",82701,84830,NA,"minus","CD3337/EF1877 family mobilome membrane protein","",79856707,"protein-coding",NA,"WP_118198944.1",709,"PGS38_RS12920","fusicatenibacter_saccharivorans.tsv"
"21678","NZ_JAQEGR010000013.1",84836,87286,NA,"minus","conjugal transfer ATPase TcpF","tcpF",79856708,"protein-coding",NA,"WP_117597781.1",816,"PGS38_RS12925","fusicatenibacter_saccharivorans.tsv"
"21679","NZ_JAQEGR010000013.1",87273,87662,NA,"minus","conjugal transfer protein","",79856709,"protein-coding",NA,"WP_117597782.1",129,"PGS38_RS12930","fusicatenibacter_saccharivorans.tsv"
"21680","NZ_JAQEGR010000013.1",87776,88264,NA,"minus","antirestriction protein ArdA","",79856710,"protein-coding",NA,"WP_118198945.1",162,"PGS38_RS12935","fusicatenibacter_saccharivorans.tsv"
"21681","NZ_JAQEGR010000013.1",88288,88782,NA,"minus","antirestriction protein ArdA","",79856711,"protein-coding",NA,"WP_165858243.1",164,"PGS38_RS12940","fusicatenibacter_saccharivorans.tsv"
"21682","NZ_JAQEGR010000013.1",88764,89006,NA,"minus","hypothetical protein","",79856712,"protein-coding",NA,"WP_117598680.1",80,"PGS38_RS12945","fusicatenibacter_saccharivorans.tsv"
"21683","NZ_JAQEGR010000013.1",89077,89583,NA,"minus","superinfection exclusion B family protein","",79856713,"protein-coding",NA,"WP_015541085.1",168,"PGS38_RS12950","fusicatenibacter_saccharivorans.tsv"
"21684","NZ_JAQEGR010000013.1",89652,89873,NA,"minus","hypothetical protein","",79856714,"protein-coding",NA,"WP_117598681.1",73,"PGS38_RS12955","fusicatenibacter_saccharivorans.tsv"
"21685","NZ_JAQEGR010000013.1",89873,90004,NA,"minus","DUF3789 domain-containing protein","",79856715,"protein-coding",NA,"WP_117598682.1",43,"PGS38_RS12960","fusicatenibacter_saccharivorans.tsv"
"21686","NZ_JAQEGR010000013.1",90009,91259,NA,"minus","MobT family relaxase","mobT",79856716,"protein-coding",NA,"WP_118198949.1",416,"PGS38_RS12965","fusicatenibacter_saccharivorans.tsv"
"21687","NZ_JAQEGR010000013.1",91397,92800,NA,"minus","FtsK/SpoIIIE domain-containing protein","",79856717,"protein-coding",NA,"WP_118198950.1",467,"PGS38_RS12970","fusicatenibacter_saccharivorans.tsv"
"21688","NZ_JAQEGR010000013.1",92817,93200,NA,"minus","YdcP family protein","",79856718,"protein-coding",NA,"WP_117598200.1",127,"PGS38_RS12975","fusicatenibacter_saccharivorans.tsv"
"21689","NZ_JAQEGR010000013.1",93216,93530,NA,"minus","YdcP family protein","",79856719,"protein-coding",NA,"WP_005363246.1",104,"PGS38_RS12980","fusicatenibacter_saccharivorans.tsv"
"21690","NZ_JAQEGR010000013.1",93577,93711,NA,"minus","hypothetical protein","",79856720,"protein-coding",NA,"WP_270437986.1",44,"PGS38_RS12985","fusicatenibacter_saccharivorans.tsv"
"21691","NZ_JAQEGR010000013.1",93775,94839,NA,"minus","DNA cytosine methyltransferase","",79856721,"protein-coding",NA,"WP_302471728.1",354,"PGS38_RS12990","fusicatenibacter_saccharivorans.tsv"
"21692","NZ_JAQEGR010000013.1",94839,97880,NA,"minus","VaFE repeat-containing surface-anchored protein","",79856722,"protein-coding",NA,"WP_118198952.1",1013,"PGS38_RS12995","fusicatenibacter_saccharivorans.tsv"
"21693","NZ_JAQEGR010000013.1",98271,98927,NA,"plus","NAD(P)-dependent oxidoreductase","",79856723,"protein-coding",NA,"WP_147326119.1",218,"PGS38_RS13000","fusicatenibacter_saccharivorans.tsv"
"21694","NZ_JAQEGR010000013.1",98930,99451,NA,"plus","phosphatase PAP2 family protein","",79856724,"protein-coding",NA,"WP_055221420.1",173,"PGS38_RS13005","fusicatenibacter_saccharivorans.tsv"
"21695","NZ_JAQEGR010000013.1",99387,100949,NA,"minus","PucR family transcriptional regulator","",79856725,"protein-coding",NA,"WP_270476365.1",520,"PGS38_RS13010","fusicatenibacter_saccharivorans.tsv"
"21696","NZ_JAQEGR010000013.1",101285,102232,NA,"plus","diacylglycerol/lipid kinase family protein","",79856726,"protein-coding",NA,"WP_055268199.1",315,"PGS38_RS13015","fusicatenibacter_saccharivorans.tsv"
"21697","NZ_JAQEGR010000013.1",102229,103101,NA,"plus","glycerophosphodiester phosphodiesterase family protein","",79856727,"protein-coding",NA,"WP_173841597.1",290,"PGS38_RS13020","fusicatenibacter_saccharivorans.tsv"
"21698","NZ_JAQEGR010000013.1",103174,103845,NA,"plus","phosphatase PAP2 family protein","",79856728,"protein-coding",NA,"WP_055268197.1",223,"PGS38_RS13025","fusicatenibacter_saccharivorans.tsv"
"21699","NZ_JAQEGR010000013.1",104111,107908,NA,"plus","phosphoribosylformylglycinamidine synthase","",79856729,"protein-coding",NA,"WP_117762150.1",1265,"PGS38_RS13030","fusicatenibacter_saccharivorans.tsv"
"21700","NZ_JAQEGR010000013.1",108187,108714,NA,"plus","RNA polymerase sigma factor","",79856730,"protein-coding",NA,"WP_022463214.1",175,"PGS38_RS13035","fusicatenibacter_saccharivorans.tsv"
"21701","NZ_JAQEGR010000013.1",108938,109996,NA,"plus","lactonase family protein","",79856731,"protein-coding",NA,"WP_117762149.1",352,"PGS38_RS13040","fusicatenibacter_saccharivorans.tsv"
"21702","NZ_JAQEGR010000013.1",110080,111186,NA,"minus","chorismate synthase","aroC",79856732,"protein-coding",NA,"WP_117762148.1",368,"PGS38_RS13045","fusicatenibacter_saccharivorans.tsv"
"21703","NZ_JAQEGR010000013.1",111405,112268,NA,"plus","rhomboid family protein","",79856733,"protein-coding",NA,"WP_055228519.1",287,"PGS38_RS13050","fusicatenibacter_saccharivorans.tsv"
"21704","NZ_JAQEGR010000013.1",112284,113720,NA,"plus","pyruvate kinase","pyk",79856734,"protein-coding",NA,"WP_022463218.1",478,"PGS38_RS13055","fusicatenibacter_saccharivorans.tsv"
"21705","NZ_JAQEGR010000013.1",113744,115021,NA,"plus","diaminopimelate decarboxylase","",79856735,"protein-coding",NA,"WP_055221426.1",425,"PGS38_RS13060","fusicatenibacter_saccharivorans.tsv"
"21706","NZ_JAQEGR010000013.1",115674,119651,NA,"plus","type II CRISPR RNA-guided endonuclease Cas9","cas9",79856737,"protein-coding",NA,"WP_117762147.1",1325,"PGS38_RS13070","fusicatenibacter_saccharivorans.tsv"
"21707","NZ_JAQEGR010000013.1",119648,120514,NA,"plus","type II CRISPR-associated endonuclease Cas1","cas1",79856738,"protein-coding",NA,"WP_117762146.1",288,"PGS38_RS13075","fusicatenibacter_saccharivorans.tsv"
"21708","NZ_JAQEGR010000013.1",120526,120831,NA,"plus","CRISPR-associated endonuclease Cas2","cas2",79856739,"protein-coding",NA,"WP_117762145.1",101,"PGS38_RS13080","fusicatenibacter_saccharivorans.tsv"
"21709","NZ_JAQEGR010000013.1",120828,121502,NA,"plus","type II-A CRISPR-associated protein Csn2","csn2",79856740,"protein-coding",NA,"WP_117762144.1",224,"PGS38_RS13085","fusicatenibacter_saccharivorans.tsv"
"21710","NZ_JAQEGR010000013.1",122354,123118,NA,"plus","type III pantothenate kinase","",79856741,"protein-coding",NA,"WP_117510241.1",254,"PGS38_RS13090","fusicatenibacter_saccharivorans.tsv"
"21711","NZ_JAQEGR010000013.1",123198,123584,NA,"plus","GntR family transcriptional regulator","",79856742,"protein-coding",NA,"WP_117510240.1",128,"PGS38_RS13095","fusicatenibacter_saccharivorans.tsv"
"21712","NZ_JAQEGR010000013.1",123601,126075,NA,"plus","ATP-dependent Clp protease ATP-binding subunit","",79856743,"protein-coding",NA,"WP_117510239.1",824,"PGS38_RS13100","fusicatenibacter_saccharivorans.tsv"
"21713","NZ_JAQEGR010000013.1",126179,126592,NA,"plus","hypothetical protein","",79856744,"protein-coding",NA,"WP_055221437.1",137,"PGS38_RS13105","fusicatenibacter_saccharivorans.tsv"
"21714","NZ_JAQEGR010000013.1",126666,128045,NA,"plus","DNA repair protein RadA","radA",79856745,"protein-coding",NA,"WP_055221439.1",459,"PGS38_RS13110","fusicatenibacter_saccharivorans.tsv"
"21715","NZ_JAQEGR010000013.1",128347,128493,NA,"plus","hypothetical protein","",79856746,"protein-coding",NA,"WP_158580618.1",48,"PGS38_RS13115","fusicatenibacter_saccharivorans.tsv"
"21716","NZ_JAQEGR010000014.1",722,1954,NA,"minus","ABC transporter permease","",79856749,"protein-coding",NA,"WP_055226878.1",410,"PGS38_RS13130","fusicatenibacter_saccharivorans.tsv"
"21717","NZ_JAQEGR010000014.1",1979,2644,NA,"minus","ABC transporter ATP-binding protein","",79856750,"protein-coding",NA,"WP_055226876.1",221,"PGS38_RS13135","fusicatenibacter_saccharivorans.tsv"
"21718","NZ_JAQEGR010000014.1",2676,4352,NA,"minus","ABC transporter ATP-binding protein","",79856751,"protein-coding",NA,"WP_055226874.1",558,"PGS38_RS13140","fusicatenibacter_saccharivorans.tsv"
"21719","NZ_JAQEGR010000014.1",4373,5266,NA,"minus","leucine-rich repeat domain-containing protein","",79856752,"protein-coding",NA,"WP_022463281.1",297,"PGS38_RS13145","fusicatenibacter_saccharivorans.tsv"
"21720","NZ_JAQEGR010000014.1",5273,6682,NA,"minus","ABC transporter permease","",79856753,"protein-coding",NA,"WP_158554998.1",469,"PGS38_RS13150","fusicatenibacter_saccharivorans.tsv"
"21721","NZ_JAQEGR010000014.1",6824,7867,NA,"minus","P-loop NTPase family protein","",79856754,"protein-coding",NA,"WP_055226872.1",347,"PGS38_RS13155","fusicatenibacter_saccharivorans.tsv"
"21722","NZ_JAQEGR010000014.1",7870,9276,NA,"minus","Cys-rich peptide radical SAM maturase CcpM","ccpM",79856755,"protein-coding",NA,"WP_055265672.1",468,"PGS38_RS13160","fusicatenibacter_saccharivorans.tsv"
"21723","NZ_JAQEGR010000014.1",9269,9535,NA,"minus","hypothetical protein","",79856756,"protein-coding",NA,"WP_055226866.1",88,"PGS38_RS13165","fusicatenibacter_saccharivorans.tsv"
"21724","NZ_JAQEGR010000014.1",9994,11133,NA,"minus","S8/S53 family peptidase","",79856757,"protein-coding",NA,"WP_055226864.1",379,"PGS38_RS13170","fusicatenibacter_saccharivorans.tsv"
"21725","NZ_JAQEGR010000014.1",11816,12505,NA,"minus","CvpA family protein","",79856758,"protein-coding",NA,"WP_055226862.1",229,"PGS38_RS13175","fusicatenibacter_saccharivorans.tsv"
"21726","NZ_JAQEGR010000014.1",12518,13714,NA,"minus","DUF5711 family protein","",79856759,"protein-coding",NA,"WP_118641040.1",398,"PGS38_RS13180","fusicatenibacter_saccharivorans.tsv"
"21727","NZ_JAQEGR010000014.1",13803,15110,NA,"minus","LysM peptidoglycan-binding domain-containing protein","",79856760,"protein-coding",NA,"WP_226906423.1",435,"PGS38_RS13185","fusicatenibacter_saccharivorans.tsv"
"21728","NZ_JAQEGR010000014.1",15311,15898,NA,"plus","spore protease YyaC","yyaC",79856761,"protein-coding",NA,"WP_022463275.1",195,"PGS38_RS13190","fusicatenibacter_saccharivorans.tsv"
"21729","NZ_JAQEGR010000014.1",15990,16931,NA,"minus","transketolase family protein","",79856762,"protein-coding",NA,"WP_055219295.1",313,"PGS38_RS13195","fusicatenibacter_saccharivorans.tsv"
"21730","NZ_JAQEGR010000014.1",16919,17758,NA,"minus","transketolase","",79856763,"protein-coding",NA,"WP_055219293.1",279,"PGS38_RS13200","fusicatenibacter_saccharivorans.tsv"
"21731","NZ_JAQEGR010000014.1",17868,18521,NA,"minus","fructose-6-phosphate aldolase","fsa",79856764,"protein-coding",NA,"WP_022463272.1",217,"PGS38_RS13205","fusicatenibacter_saccharivorans.tsv"
"21732","NZ_JAQEGR010000014.1",18802,19905,NA,"minus","LacI family DNA-binding transcriptional regulator","",79856765,"protein-coding",NA,"WP_022463271.1",367,"PGS38_RS13210","fusicatenibacter_saccharivorans.tsv"
"21733","NZ_JAQEGR010000014.1",19908,20504,NA,"minus","recombination mediator RecR","recR",79856766,"protein-coding",NA,"WP_022463270.1",198,"PGS38_RS13215","fusicatenibacter_saccharivorans.tsv"
"21734","NZ_JAQEGR010000014.1",20504,20857,NA,"minus","YbaB/EbfC family nucleoid-associated protein","",79856767,"protein-coding",NA,"WP_022463269.1",117,"PGS38_RS13220","fusicatenibacter_saccharivorans.tsv"
"21735","NZ_JAQEGR010000014.1",20891,22540,NA,"minus","DNA polymerase III subunit gamma/tau","dnaX",79856768,"protein-coding",NA,"WP_118641038.1",549,"PGS38_RS13225","fusicatenibacter_saccharivorans.tsv"
"21736","NZ_JAQEGR010000014.1",22684,23763,NA,"minus","6-phosphofructokinase","",79856769,"protein-coding",NA,"WP_022463267.1",359,"PGS38_RS13230","fusicatenibacter_saccharivorans.tsv"
"21737","NZ_JAQEGR010000014.1",24435,25178,NA,"plus","ThuA domain-containing protein","",79856771,"protein-coding",NA,"WP_118641036.1",247,"PGS38_RS13240","fusicatenibacter_saccharivorans.tsv"
"21738","NZ_JAQEGR010000014.1",25312,26163,NA,"plus","sugar phosphate isomerase/epimerase family protein","",79856772,"protein-coding",NA,"WP_117805070.1",283,"PGS38_RS13245","fusicatenibacter_saccharivorans.tsv"
"21739","NZ_JAQEGR010000014.1",26378,27391,NA,"plus","aspartate--ammonia ligase","asnA",79856773,"protein-coding",NA,"WP_022463264.1",337,"PGS38_RS13250","fusicatenibacter_saccharivorans.tsv"
"21740","NZ_JAQEGR010000014.1",27503,27793,NA,"minus","hypothetical protein","",79856774,"protein-coding",NA,"WP_147397741.1",96,"PGS38_RS13255","fusicatenibacter_saccharivorans.tsv"
"21741","NZ_JAQEGR010000014.1",27925,29118,NA,"minus","elongation factor Tu","tuf",79856775,"protein-coding",NA,"WP_022463261.1",397,"PGS38_RS13260","fusicatenibacter_saccharivorans.tsv"
"21742","NZ_JAQEGR010000014.1",29316,31433,NA,"minus","elongation factor G","fusA",79856776,"protein-coding",NA,"WP_055219269.1",705,"PGS38_RS13265","fusicatenibacter_saccharivorans.tsv"
"21743","NZ_JAQEGR010000014.1",31449,31919,NA,"minus","30S ribosomal protein S7","rpsG",79856777,"protein-coding",NA,"WP_022463259.1",156,"PGS38_RS13270","fusicatenibacter_saccharivorans.tsv"
"21744","NZ_JAQEGR010000014.1",32094,32510,NA,"minus","30S ribosomal protein S12","rpsL",79856778,"protein-coding",NA,"WP_022463258.1",138,"PGS38_RS13275","fusicatenibacter_saccharivorans.tsv"
"21745","NZ_JAQEGR010000014.1",32799,33266,NA,"minus","hypothetical protein","",79856779,"protein-coding",NA,"WP_118601390.1",155,"PGS38_RS13280","fusicatenibacter_saccharivorans.tsv"
"21746","NZ_JAQEGR010000014.1",33500,34546,NA,"plus","nucleoside hydrolase","",79856780,"protein-coding",NA,"WP_118641030.1",348,"PGS38_RS13285","fusicatenibacter_saccharivorans.tsv"
"21747","NZ_JAQEGR010000014.1",34543,35154,NA,"plus","ECF transporter S component","",79856781,"protein-coding",NA,"WP_022463255.1",203,"PGS38_RS13290","fusicatenibacter_saccharivorans.tsv"
"21748","NZ_JAQEGR010000014.1",35307,37316,NA,"minus","glycoside hydrolase family 127 protein","",79856782,"protein-coding",NA,"WP_118641028.1",669,"PGS38_RS13295","fusicatenibacter_saccharivorans.tsv"
"21749","NZ_JAQEGR010000014.1",37506,38438,NA,"plus","AraC family transcriptional regulator","",79856783,"protein-coding",NA,"WP_118700348.1",310,"PGS38_RS13300","fusicatenibacter_saccharivorans.tsv"
"21750","NZ_JAQEGR010000014.1",38799,41897,NA,"minus","methyl-accepting chemotaxis protein","",79856784,"protein-coding",NA,"WP_270476369.1",1032,"PGS38_RS13305","fusicatenibacter_saccharivorans.tsv"
"21751","NZ_JAQEGR010000014.1",42249,42908,NA,"plus","TetR/AcrR family transcriptional regulator","",79856785,"protein-coding",NA,"WP_117509909.1",219,"PGS38_RS13310","fusicatenibacter_saccharivorans.tsv"
"21752","NZ_JAQEGR010000014.1",43114,43887,NA,"minus","SGNH/GDSL hydrolase family protein","",79856786,"protein-coding",NA,"WP_117509910.1",257,"PGS38_RS13315","fusicatenibacter_saccharivorans.tsv"
"21753","NZ_JAQEGR010000014.1",44239,45159,NA,"plus","aldo/keto reductase","",79856787,"protein-coding",NA,"WP_270476370.1",306,"PGS38_RS13320","fusicatenibacter_saccharivorans.tsv"
"21754","NZ_JAQEGR010000014.1",45463,47463,NA,"minus","glycoside hydrolase family 31 protein","",79856788,"protein-coding",NA,"WP_119188882.1",666,"PGS38_RS13325","fusicatenibacter_saccharivorans.tsv"
"21755","NZ_JAQEGR010000014.1",47738,48430,NA,"minus","50S ribosomal protein L1","rplA",79856789,"protein-coding",NA,"WP_270476371.1",230,"PGS38_RS13330","fusicatenibacter_saccharivorans.tsv"
"21756","NZ_JAQEGR010000014.1",48510,48935,NA,"minus","50S ribosomal protein L11","rplK",79856790,"protein-coding",NA,"WP_022463245.1",141,"PGS38_RS13335","fusicatenibacter_saccharivorans.tsv"
"21757","NZ_JAQEGR010000014.1",49008,49529,NA,"minus","transcription termination/antitermination protein NusG","nusG",79856791,"protein-coding",NA,"WP_022463244.1",173,"PGS38_RS13340","fusicatenibacter_saccharivorans.tsv"
"21758","NZ_JAQEGR010000014.1",49546,49746,NA,"minus","preprotein translocase subunit SecE","secE",79856792,"protein-coding",NA,"WP_022463243.1",66,"PGS38_RS13345","fusicatenibacter_saccharivorans.tsv"
"21759","NZ_JAQEGR010000014.1",49768,49917,NA,"minus","50S ribosomal protein L33","rpmG",79856793,"protein-coding",NA,"WP_055219257.1",49,"PGS38_RS13350","fusicatenibacter_saccharivorans.tsv"
"21760","NZ_JAQEGR010000014.1",50262,51746,NA,"minus","C69 family dipeptidase","",79856794,"protein-coding",NA,"WP_117805058.1",494,"PGS38_RS13355","fusicatenibacter_saccharivorans.tsv"
"21761","NZ_JAQEGR010000014.1",51819,53516,NA,"minus","M20/M25/M40 family metallo-hydrolase","",79856795,"protein-coding",NA,"WP_158583780.1",565,"PGS38_RS13360","fusicatenibacter_saccharivorans.tsv"
"21762","NZ_JAQEGR010000014.1",53509,54819,NA,"minus","CapA family protein","",79856796,"protein-coding",NA,"WP_119188878.1",436,"PGS38_RS13365","fusicatenibacter_saccharivorans.tsv"
"21763","NZ_JAQEGR010000014.1",54948,55688,NA,"minus","gamma-glutamyl-gamma-aminobutyrate hydrolase family protein","",79856797,"protein-coding",NA,"WP_055226730.1",246,"PGS38_RS13370","fusicatenibacter_saccharivorans.tsv"
"21764","NZ_JAQEGR010000014.1",55784,56875,NA,"minus","M42 family metallopeptidase","",79856798,"protein-coding",NA,"WP_117802602.1",363,"PGS38_RS13375","fusicatenibacter_saccharivorans.tsv"
