locus_tag	ftype	length_bp	gene	EC_number	COG	product
EKHJKCLP_02509	CDS	1668	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
EKHJKCLP_02510	CDS	825	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
EKHJKCLP_02511	CDS	1035	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
EKHJKCLP_02512	CDS	1113	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
EKHJKCLP_02513	CDS	477	dps	1.16.-.-	COG0783	DNA protection during starvation protein
EKHJKCLP_02514	CDS	927	oxyR		COG0583	DNA-binding transcriptional dual regulator OxyR
EKHJKCLP_02515	CDS	921				hypothetical protein
EKHJKCLP_02516	CDS	1074				hypothetical protein
EKHJKCLP_02517	CDS	1587				IS66 family transposase ISBthe6
EKHJKCLP_02518	CDS	366				hypothetical protein
EKHJKCLP_02519	CDS	435				hypothetical protein
EKHJKCLP_02520	CDS	174				hypothetical protein
EKHJKCLP_02521	CDS	390				hypothetical protein
EKHJKCLP_02522	CDS	369				hypothetical protein
EKHJKCLP_02523	CDS	1371				hypothetical protein
EKHJKCLP_02524	CDS	1119				hypothetical protein
EKHJKCLP_02525	CDS	1434				hypothetical protein
EKHJKCLP_02526	CDS	1185				hypothetical protein
EKHJKCLP_02527	CDS	735				hypothetical protein
EKHJKCLP_02528	CDS	1155	rutC	3.5.-.-		3-aminoacrylate deaminase RutC
EKHJKCLP_02529	CDS	2061	ccsA_2			Cytochrome c biogenesis protein CcsA
EKHJKCLP_02530	CDS	2121				hypothetical protein
EKHJKCLP_02531	CDS	174				hypothetical protein
EKHJKCLP_02532	CDS	210				hypothetical protein
EKHJKCLP_02533	CDS	417				hypothetical protein
EKHJKCLP_02534	CDS	360				hypothetical protein
EKHJKCLP_02535	CDS	786				Iron-sulfur cluster carrier protein
EKHJKCLP_02536	CDS	930				hypothetical protein
EKHJKCLP_02537	CDS	234				hypothetical protein
EKHJKCLP_02538	CDS	1008				IS110 family transposase ISCaa7
EKHJKCLP_02539	CDS	396				hypothetical protein
EKHJKCLP_02540	CDS	609	pinR	3.1.22.-	COG1961	Serine recombinase PinR
EKHJKCLP_02541	CDS	936				hypothetical protein
EKHJKCLP_02542	CDS	3810				hypothetical protein
EKHJKCLP_02543	CDS	120				hypothetical protein
EKHJKCLP_02544	CDS	294				hypothetical protein
EKHJKCLP_02545	CDS	1212	xerC_26			Tyrosine recombinase XerC
EKHJKCLP_02546	CDS	1230	xerC_27			Tyrosine recombinase XerC
EKHJKCLP_02547	CDS	144				hypothetical protein
EKHJKCLP_02548	CDS	192	xerC_28			Tyrosine recombinase XerC
EKHJKCLP_02549	CDS	1326	xerC_29			Tyrosine recombinase XerC
EKHJKCLP_02550	CDS	312				hypothetical protein
EKHJKCLP_02551	CDS	294				hypothetical protein
EKHJKCLP_02552	CDS	324				hypothetical protein
EKHJKCLP_02553	CDS	417				hypothetical protein
EKHJKCLP_02554	CDS	1308	atoC_2		COG2204	Regulatory protein AtoC
EKHJKCLP_02555	CDS	2256	rcsC_33	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_02556	CDS	630				hypothetical protein
EKHJKCLP_02557	CDS	702				hypothetical protein
EKHJKCLP_02558	CDS	498				hypothetical protein
EKHJKCLP_02559	CDS	1698				hypothetical protein
EKHJKCLP_02560	CDS	1683				hypothetical protein
EKHJKCLP_02561	CDS	1572				hypothetical protein
EKHJKCLP_02562	CDS	888	fim1C_2			Putative fimbrium subunit Fim1C
EKHJKCLP_02563	CDS	855				hypothetical protein
EKHJKCLP_02564	CDS	1095				hypothetical protein
EKHJKCLP_02565	CDS	1128				hypothetical protein
EKHJKCLP_02566	CDS	789				hypothetical protein
EKHJKCLP_02567	CDS	720				hypothetical protein
EKHJKCLP_02568	CDS	1089				hypothetical protein
EKHJKCLP_02569	CDS	222				hypothetical protein
EKHJKCLP_02570	CDS	963				hypothetical protein
EKHJKCLP_02571	CDS	237				hypothetical protein
EKHJKCLP_02572	CDS	2097	topB_6	5.6.2.1	COG0550	DNA topoisomerase 3
EKHJKCLP_02573	CDS	264				hypothetical protein
EKHJKCLP_02574	CDS	1767				hypothetical protein
EKHJKCLP_02575	CDS	804				hypothetical protein
EKHJKCLP_02576	CDS	795				hypothetical protein
EKHJKCLP_02577	CDS	2142				hypothetical protein
EKHJKCLP_02578	CDS	891				hypothetical protein
EKHJKCLP_02579	CDS	279				hypothetical protein
EKHJKCLP_02580	CDS	549				hypothetical protein
EKHJKCLP_02581	CDS	258				hypothetical protein
EKHJKCLP_02582	CDS	264				hypothetical protein
EKHJKCLP_02583	CDS	2028				hypothetical protein
EKHJKCLP_02584	CDS	1254				hypothetical protein
EKHJKCLP_02585	CDS	453				hypothetical protein
EKHJKCLP_02586	CDS	753				hypothetical protein
EKHJKCLP_02587	CDS	420				hypothetical protein
EKHJKCLP_02588	CDS	789				hypothetical protein
EKHJKCLP_02589	CDS	258				hypothetical protein
EKHJKCLP_02590	CDS	297				hypothetical protein
EKHJKCLP_02591	CDS	2397				hypothetical protein
EKHJKCLP_02592	CDS	1824	ltrA_3			Group II intron-encoded protein LtrA
EKHJKCLP_02593	CDS	1050				hypothetical protein
EKHJKCLP_02594	CDS	630				hypothetical protein
EKHJKCLP_02595	CDS	1005				hypothetical protein
EKHJKCLP_02596	CDS	624				hypothetical protein
EKHJKCLP_02597	CDS	306				hypothetical protein
EKHJKCLP_02598	CDS	1269				hypothetical protein
EKHJKCLP_02599	CDS	984				hypothetical protein
EKHJKCLP_02600	CDS	573				hypothetical protein
EKHJKCLP_02601	CDS	867	dnaG_3	2.7.7.101		DNA primase
EKHJKCLP_02602	CDS	507				hypothetical protein
EKHJKCLP_02603	CDS	153				hypothetical protein
EKHJKCLP_02604	CDS	1032	xerD_6			Tyrosine recombinase XerD
EKHJKCLP_02605	CDS	999	xerC_30			Tyrosine recombinase XerC
EKHJKCLP_02606	CDS	1233	xerC_31			Tyrosine recombinase XerC
EKHJKCLP_02607	CDS	237				hypothetical protein
EKHJKCLP_02608	CDS	927				hypothetical protein
EKHJKCLP_02609	CDS	291				hypothetical protein
EKHJKCLP_02610	CDS	345				hypothetical protein
EKHJKCLP_02611	CDS	714				hypothetical protein
EKHJKCLP_02612	CDS	702				hypothetical protein
EKHJKCLP_02613	CDS	1020				hypothetical protein
EKHJKCLP_02614	CDS	210				hypothetical protein
EKHJKCLP_02615	CDS	633				hypothetical protein
EKHJKCLP_02616	CDS	600				hypothetical protein
EKHJKCLP_02617	CDS	504				hypothetical protein
EKHJKCLP_02618	CDS	933				hypothetical protein
EKHJKCLP_02619	CDS	288				hypothetical protein
EKHJKCLP_02620	CDS	321				hypothetical protein
EKHJKCLP_02621	CDS	498				hypothetical protein
EKHJKCLP_02622	CDS	198				hypothetical protein
EKHJKCLP_02623	CDS	3003				hypothetical protein
EKHJKCLP_02624	CDS	939				hypothetical protein
EKHJKCLP_02625	CDS	828				hypothetical protein
EKHJKCLP_02626	CDS	681	aqpZ2		COG0580	Aquaporin Z 2
EKHJKCLP_02627	CDS	723				hypothetical protein
EKHJKCLP_02628	CDS	549	algU_4			RNA polymerase sigma-H factor
EKHJKCLP_02629	CDS	1263				hypothetical protein
EKHJKCLP_02630	CDS	255	axe7A	3.1.1.-	COG3458	Acetyl esterase Axe7A
EKHJKCLP_02631	CDS	699	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
EKHJKCLP_02632	CDS	2229	pflB	2.3.1.54		Formate acetyltransferase
EKHJKCLP_02633	tRNA	86				tRNA-Ser(tga)
EKHJKCLP_02634	CDS	1971				hypothetical protein
EKHJKCLP_02635	CDS	1404				hypothetical protein
EKHJKCLP_02636	CDS	957				hypothetical protein
EKHJKCLP_02637	CDS	1083				hypothetical protein
EKHJKCLP_02638	CDS	267				hypothetical protein
EKHJKCLP_02639	CDS	1026				hypothetical protein
EKHJKCLP_02640	CDS	1290	yhcG_7	3.1.-.-	COG4804	Putative nuclease YhcG
EKHJKCLP_02641	CDS	1284				hypothetical protein
EKHJKCLP_02642	CDS	135				hypothetical protein
EKHJKCLP_02643	tRNA	89				tRNA-Ser(gga)
EKHJKCLP_02644	CDS	477	hndA	1.12.1.3		NADP-reducing hydrogenase subunit HndA
EKHJKCLP_02645	CDS	1767	hndD	1.12.1.3		NADP-reducing hydrogenase subunit HndD
EKHJKCLP_02646	CDS	1908	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
EKHJKCLP_02647	CDS	303				hypothetical protein
EKHJKCLP_02648	CDS	375				hypothetical protein
EKHJKCLP_02649	CDS	477				hypothetical protein
EKHJKCLP_02650	CDS	1290	paeA		COG1253	Polyamine export protein
EKHJKCLP_02651	CDS	783	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
EKHJKCLP_02652	CDS	2379				hypothetical protein
EKHJKCLP_02653	CDS	477				hypothetical protein
EKHJKCLP_02654	CDS	819				hypothetical protein
EKHJKCLP_02655	CDS	1410				hypothetical protein
EKHJKCLP_02656	CDS	1065	mnmA_3	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
EKHJKCLP_02657	CDS	660	narL		COG2197	putative transcriptional regulatory protein NarL
EKHJKCLP_02658	CDS	591				hypothetical protein
EKHJKCLP_02659	CDS	1428	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
EKHJKCLP_02660	CDS	435				hypothetical protein
EKHJKCLP_02661	CDS	1176			COG2814	putative transporter
EKHJKCLP_02662	CDS	2376	pbpC		COG4953	Penicillin-binding protein 1C
EKHJKCLP_02663	CDS	5637				hypothetical protein
EKHJKCLP_02664	CDS	402	mip	5.2.1.8	COG0545	Outer membrane protein MIP
EKHJKCLP_02665	CDS	2556				hypothetical protein
EKHJKCLP_02666	CDS	144				hypothetical protein
EKHJKCLP_02667	CDS	144				hypothetical protein
EKHJKCLP_02668	CDS	1011				hypothetical protein
EKHJKCLP_02669	CDS	702				hypothetical protein
EKHJKCLP_02670	CDS	405				hypothetical protein
EKHJKCLP_02671	CDS	168				hypothetical protein
EKHJKCLP_02672	CDS	501				hypothetical protein
EKHJKCLP_02673	CDS	768				hypothetical protein
EKHJKCLP_02674	CDS	546				hypothetical protein
EKHJKCLP_02675	CDS	453	smpB		COG0691	SsrA-binding protein
EKHJKCLP_02676	CDS	2748	metH_1	2.1.1.13	COG0646	Methionine synthase
EKHJKCLP_02677	CDS	600	nfrA1	1.5.1.38	COG0778	FMN reductase (NADPH)
EKHJKCLP_02678	CDS	126				hypothetical protein
EKHJKCLP_02679	CDS	1551	putP		COG0591	High-affinity proline transporter PutP
EKHJKCLP_02680	CDS	1386	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
EKHJKCLP_02681	CDS	654	udk_2	2.7.1.48	COG0572	Uridine kinase
EKHJKCLP_02682	CDS	300				hypothetical protein
EKHJKCLP_02683	CDS	2055	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
EKHJKCLP_02684	CDS	1317	fucP_2		COG0738	L-fucose-proton symporter
EKHJKCLP_02685	CDS	393		5.1.3.29	COG3254	L-fucose mutarotase
EKHJKCLP_02686	CDS	1431	rhaB_2	2.7.1.5	COG1070	L-Rhamnulokinase
EKHJKCLP_02687	CDS	639	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
EKHJKCLP_02688	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
EKHJKCLP_02689	CDS	996				hypothetical protein
EKHJKCLP_02690	CDS	552	rpsP			Small ribosomal subunit protein bS16
EKHJKCLP_02691	CDS	1302	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
EKHJKCLP_02692	CDS	1071	mdtA_2			Multidrug resistance protein MdtA
EKHJKCLP_02693	CDS	3033	acrD_1		COG0841	putative aminoglycoside efflux pump
EKHJKCLP_02694	CDS	1311				hypothetical protein
EKHJKCLP_02695	CDS	1035				hypothetical protein
EKHJKCLP_02696	CDS	801	lytR_1		COG3279	Transcriptional regulatory protein LytR
EKHJKCLP_02697	CDS	3120	rcsC_34	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_02698	CDS	261	sasA_3	2.7.13.3		Adaptive-response sensory-kinase SasA
EKHJKCLP_02699	CDS	528			COG0693	Protein ppBat
EKHJKCLP_02700	CDS	348	yybR		COG1733	putative HTH-type transcriptional regulator YybR
EKHJKCLP_02701	CDS	123				hypothetical protein
EKHJKCLP_02702	CDS	444	yvbK	2.3.1.-	COG0456	putative N-acetyltransferase YvbK
EKHJKCLP_02703	CDS	657				hypothetical protein
EKHJKCLP_02704	CDS	1905				hypothetical protein
EKHJKCLP_02705	CDS	492				hypothetical protein
EKHJKCLP_02706	CDS	852	hisG	2.4.2.17		ATP phosphoribosyltransferase
EKHJKCLP_02707	CDS	1287	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
EKHJKCLP_02708	CDS	1041	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
EKHJKCLP_02709	CDS	1131	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
EKHJKCLP_02710	CDS	567				hypothetical protein
EKHJKCLP_02711	CDS	1926	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
EKHJKCLP_02712	CDS	384	perR		COG0735	Peroxide operon regulator
EKHJKCLP_02713	CDS	558	rbr3A	1.11.1.1	COG1592	Reverse rubrerythrin-1
EKHJKCLP_02714	CDS	636				hypothetical protein
EKHJKCLP_02715	CDS	1326				hypothetical protein
EKHJKCLP_02716	CDS	1866				hypothetical protein
EKHJKCLP_02717	CDS	3450			COG4771	TonB-dependent receptor P3
EKHJKCLP_02718	CDS	1212				hypothetical protein
EKHJKCLP_02719	CDS	618				hypothetical protein
EKHJKCLP_02720	CDS	1551		3.1.6.1	COG3119	Arylsulfatase
EKHJKCLP_02721	CDS	468				hypothetical protein
EKHJKCLP_02722	CDS	300				Thioredoxin C-2
EKHJKCLP_02723	CDS	1128				hypothetical protein
EKHJKCLP_02724	CDS	183				hypothetical protein
EKHJKCLP_02725	CDS	2163	dpp7_2	3.4.14.-	COG3591	Dipeptidyl-peptidase 7
EKHJKCLP_02726	CDS	2160	dpp7_3	3.4.14.-	COG3591	Dipeptidyl-peptidase 7
EKHJKCLP_02727	CDS	1245	chuR	1.1.98.7	COG0641	Serine-type anaerobic sulfatase-maturating enzyme
EKHJKCLP_02728	CDS	783				hypothetical protein
EKHJKCLP_02729	CDS	126				hypothetical protein
EKHJKCLP_02730	CDS	759	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
EKHJKCLP_02731	CDS	1248				hypothetical protein
EKHJKCLP_02732	CDS	2865				hypothetical protein
EKHJKCLP_02733	CDS	1167				hypothetical protein
EKHJKCLP_02734	CDS	576				hypothetical protein
EKHJKCLP_02735	CDS	513	ylaC		COG1595	RNA polymerase sigma factor YlaC
EKHJKCLP_02736	CDS	909	metH_2	2.1.1.13	COG0646	Methionine synthase
EKHJKCLP_02737	CDS	1338	pyrC	3.5.2.3	COG0044	Dihydroorotase
EKHJKCLP_02738	CDS	744	ppm1	2.4.1.-	COG0463	Polyprenol monophosphomannose synthase
EKHJKCLP_02739	CDS	3426	mfd	3.6.4.-		Transcription-repair-coupling factor
EKHJKCLP_02740	CDS	1860				hypothetical protein
EKHJKCLP_02741	CDS	222				hypothetical protein
EKHJKCLP_02742	CDS	321				hypothetical protein
EKHJKCLP_02743	CDS	2910				hypothetical protein
EKHJKCLP_02744	CDS	1992	nagB_2	3.5.99.6		Glucosamine-6-phosphate deaminase
EKHJKCLP_02745	CDS	777	yafV	3.5.1.3	COG0388	Omega-amidase YafV
EKHJKCLP_02746	CDS	555				hypothetical protein
EKHJKCLP_02747	CDS	270				hypothetical protein
EKHJKCLP_02748	CDS	864	xerC_32			Tyrosine recombinase XerC
EKHJKCLP_02749	CDS	1236	xerC_33			Tyrosine recombinase XerC
EKHJKCLP_02750	CDS	363				hypothetical protein
EKHJKCLP_02751	CDS	276				hypothetical protein
EKHJKCLP_02752	CDS	354				hypothetical protein
EKHJKCLP_02753	CDS	357				hypothetical protein
EKHJKCLP_02754	CDS	315				hypothetical protein
EKHJKCLP_02755	CDS	1569				hypothetical protein
EKHJKCLP_02756	CDS	2091	topB_7	5.6.2.1	COG0550	DNA topoisomerase 3
EKHJKCLP_02757	CDS	588				hypothetical protein
EKHJKCLP_02758	CDS	3801				hypothetical protein
EKHJKCLP_02759	CDS	1050	xerD_7			Tyrosine recombinase XerD
EKHJKCLP_02760	CDS	957	xerC_34			Tyrosine recombinase XerC
EKHJKCLP_02761	CDS	1212	xerC_35			Tyrosine recombinase XerC
EKHJKCLP_02762	CDS	2091				hypothetical protein
EKHJKCLP_02763	CDS	1926	tet(Q)			tetracycline resistance ribosomal protection protein Tet(Q)
EKHJKCLP_02764	CDS	2319	rcsC_35	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_02765	CDS	1323	zraR_6			Transcriptional regulatory protein ZraR
EKHJKCLP_02766	CDS	909				hypothetical protein
EKHJKCLP_02767	CDS	423				hypothetical protein
EKHJKCLP_02768	CDS	606				hypothetical protein
EKHJKCLP_02769	CDS	963				hypothetical protein
EKHJKCLP_02770	CDS	2010				hypothetical protein
EKHJKCLP_02771	CDS	1248				hypothetical protein
EKHJKCLP_02772	CDS	504				hypothetical protein
EKHJKCLP_02773	CDS	762				hypothetical protein
EKHJKCLP_02774	CDS	441				hypothetical protein
EKHJKCLP_02775	CDS	360				hypothetical protein
EKHJKCLP_02776	CDS	729				hypothetical protein
EKHJKCLP_02777	CDS	318				hypothetical protein
EKHJKCLP_02778	CDS	333				hypothetical protein
EKHJKCLP_02779	CDS	1365				hypothetical protein
EKHJKCLP_02780	CDS	795				hypothetical protein
EKHJKCLP_02781	CDS	381				hypothetical protein
EKHJKCLP_02782	CDS	630				hypothetical protein
EKHJKCLP_02783	CDS	1005				hypothetical protein
EKHJKCLP_02784	CDS	624				hypothetical protein
EKHJKCLP_02785	CDS	288				hypothetical protein
EKHJKCLP_02786	CDS	1347				hypothetical protein
EKHJKCLP_02787	CDS	987				hypothetical protein
EKHJKCLP_02788	CDS	576				hypothetical protein
EKHJKCLP_02789	CDS	870	dnaG_4	2.7.7.101		DNA primase
EKHJKCLP_02790	CDS	504				hypothetical protein
EKHJKCLP_02791	CDS	1233	xerC_36			Tyrosine recombinase XerC
EKHJKCLP_02792	CDS	999	xerC_37			Tyrosine recombinase XerC
EKHJKCLP_02793	CDS	1032	xerD_8			Tyrosine recombinase XerD
EKHJKCLP_02794	CDS	1488				hypothetical protein
EKHJKCLP_02795	CDS	309				hypothetical protein
EKHJKCLP_02796	CDS	246				hypothetical protein
EKHJKCLP_02797	CDS	231				hypothetical protein
EKHJKCLP_02798	CDS	198				hypothetical protein
EKHJKCLP_02799	CDS	258				hypothetical protein
EKHJKCLP_02800	CDS	1332				hypothetical protein
EKHJKCLP_02801	CDS	417				hypothetical protein
EKHJKCLP_02802	CDS	222				hypothetical protein
EKHJKCLP_02803	CDS	216				hypothetical protein
EKHJKCLP_02804	CDS	822				hypothetical protein
EKHJKCLP_02805	CDS	1218				hypothetical protein
EKHJKCLP_02806	CDS	1434				hypothetical protein
EKHJKCLP_02807	CDS	894	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EKHJKCLP_02808	CDS	3318				hypothetical protein
EKHJKCLP_02809	CDS	1497				hypothetical protein
EKHJKCLP_02810	CDS	1062	mdtA_3		COG0845	Multidrug resistance protein MdtA
EKHJKCLP_02811	CDS	3111	swrC		COG0841	Swarming motility protein SwrC
EKHJKCLP_02812	CDS	4716	mdtC_1			Multidrug resistance protein MdtC
EKHJKCLP_02813	CDS	714				hypothetical protein
EKHJKCLP_02814	CDS	2220				hypothetical protein
EKHJKCLP_02815	CDS	1236	bepF_1			Efflux pump periplasmic linker BepF
EKHJKCLP_02816	CDS	3105	bepE_2			multidrug efflux RND transporter permease subunit BepE
EKHJKCLP_02817	CDS	1374	oprM_2			Outer membrane protein OprM
EKHJKCLP_02818	CDS	1647	pfp_2	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
EKHJKCLP_02819	CDS	894				hypothetical protein
EKHJKCLP_02820	CDS	1344	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
EKHJKCLP_02821	CDS	723		6.3.1.20		Lipoate--protein ligase 1
EKHJKCLP_02822	CDS	1359	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
EKHJKCLP_02823	CDS	2034	dxs_2	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
EKHJKCLP_02824	CDS	507	isiB		COG0716	Flavodoxin
EKHJKCLP_02825	CDS	849	prmA	2.1.1.-		Ribosomal protein L11 methyltransferase
EKHJKCLP_02826	CDS	1353				hypothetical protein
EKHJKCLP_02827	CDS	1629				hypothetical protein
EKHJKCLP_02828	CDS	810				hypothetical protein
EKHJKCLP_02829	CDS	471	guaD	3.5.4.3	COG0590	Guanine deaminase
EKHJKCLP_02830	CDS	1026		1.-.-.-	COG0673	Oxidoreductase P35
EKHJKCLP_02831	CDS	837	mltF_2			Membrane-bound lytic murein transglycosylase F
EKHJKCLP_02832	CDS	2052				hypothetical protein
EKHJKCLP_02833	CDS	543				hypothetical protein
EKHJKCLP_02834	CDS	765	korB_2	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
EKHJKCLP_02835	CDS	177				hypothetical protein
EKHJKCLP_02836	CDS	1083	korA_2	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
EKHJKCLP_02837	CDS	228	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
EKHJKCLP_02838	CDS	282				hypothetical protein
EKHJKCLP_02839	CDS	480				hypothetical protein
EKHJKCLP_02840	CDS	435	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
EKHJKCLP_02841	CDS	2010	tkt	2.2.1.1		Transketolase
EKHJKCLP_02842	CDS	1599	xylB_1	2.7.1.17		Xylulose kinase
EKHJKCLP_02843	CDS	1527	araA	5.3.1.4		L-arabinose isomerase
EKHJKCLP_02844	CDS	684	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
EKHJKCLP_02845	CDS	678			COG1051	ADPR responsive transcriptional repressor NtrR
EKHJKCLP_02846	CDS	1695	sglT			Sodium/glucose cotransporter
EKHJKCLP_02847	CDS	210				hypothetical protein
EKHJKCLP_02848	CDS	1983		3.2.1.55		Extracellular exo-alpha-L-arabinofuranosidase
EKHJKCLP_02849	CDS	1155	galK_1	2.7.1.6	COG0153	Galactokinase
EKHJKCLP_02850	CDS	1311	fucP_3		COG0738	L-fucose-proton symporter
EKHJKCLP_02851	CDS	1098	mro_2	5.1.3.3		Aldose 1-epimerase
EKHJKCLP_02852	CDS	897	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
EKHJKCLP_02853	CDS	258				hypothetical protein
EKHJKCLP_02854	CDS	363				hypothetical protein
EKHJKCLP_02855	CDS	210				hypothetical protein
EKHJKCLP_02856	CDS	774	sdh	1.1.1.276	COG4221	Serine 3-dehydrogenase
EKHJKCLP_02857	CDS	495				hypothetical protein
EKHJKCLP_02858	CDS	183				hypothetical protein
EKHJKCLP_02859	CDS	825	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
EKHJKCLP_02860	CDS	1554				hypothetical protein
EKHJKCLP_02861	CDS	609	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
EKHJKCLP_02862	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
EKHJKCLP_02863	CDS	1461	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
EKHJKCLP_02864	CDS	1107	stf3	2.8.2.40	COG0446	Omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase Stf3
EKHJKCLP_02865	CDS	969				hypothetical protein
EKHJKCLP_02866	CDS	117				hypothetical protein
EKHJKCLP_02867	CDS	1143			COG2885	Outer membrane protein 41
EKHJKCLP_02868	CDS	417	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
EKHJKCLP_02869	CDS	555	def	3.5.1.88	COG0242	Peptide deformylase
EKHJKCLP_02870	CDS	2007	lapB			Lipopolysaccharide assembly protein B
EKHJKCLP_02871	CDS	1941	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
EKHJKCLP_02872	CDS	603	infC			Translation initiation factor IF-3
EKHJKCLP_02873	CDS	198	rpmI		COG0291	Large ribosomal subunit protein bL35
EKHJKCLP_02874	CDS	351	rplT			Large ribosomal subunit protein bL20
EKHJKCLP_02875	CDS	777	rsxB_3	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
EKHJKCLP_02876	CDS	573	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
EKHJKCLP_02877	CDS	1308		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
EKHJKCLP_02878	CDS	582				hypothetical protein
EKHJKCLP_02879	CDS	1593				hypothetical protein
EKHJKCLP_02880	CDS	1032	mltG	4.2.2.29	COG1559	Endolytic murein transglycosylase
EKHJKCLP_02881	CDS	876	nucA	3.1.30.-		Nuclease
EKHJKCLP_02882	tRNA	74				tRNA-Thr(cgt)
EKHJKCLP_02883	CDS	1209	nagC		COG1846	DNA-binding transcriptional dual regulator NagC
EKHJKCLP_02884	CDS	447	nanQ		COG2731	N-acetylneuraminate anomerase
EKHJKCLP_02885	CDS	1242	mdtG			Multidrug resistance protein MdtG
EKHJKCLP_02886	CDS	918	nanA_1	4.1.3.3	COG0329	N-acetylneuraminate lyase
EKHJKCLP_02887	CDS	1176	ce-ne1	5.1.3.11		Cellobiose 2-epimerase
EKHJKCLP_02888	CDS	3327				hypothetical protein
EKHJKCLP_02889	CDS	1587				hypothetical protein
EKHJKCLP_02890	CDS	1683				hypothetical protein
EKHJKCLP_02891	CDS	2019				hypothetical protein
EKHJKCLP_02892	CDS	666				hypothetical protein
EKHJKCLP_02893	CDS	3159	nanM_1	5.1.3.24		N-acetylneuraminate epimerase
EKHJKCLP_02894	CDS	2613	csxA	3.2.1.165	COG3250	Exo-beta-D-glucosaminidase
EKHJKCLP_02895	CDS	2325				hypothetical protein
EKHJKCLP_02896	CDS	2073				hypothetical protein
EKHJKCLP_02897	CDS	2751			COG4771	TonB-dependent receptor P3
EKHJKCLP_02898	CDS	1632				hypothetical protein
